refdes:value:footprint:manuf:manuf-pn:digikey-pn:mouser-pn:farnell-pn:qty
U201:LM339:SOIC_14.fp:Texas Instruments:LM339AD:::2293717:1
R104:10k:EVM3Y.fp:Panasonic:EVM3YSX50B14:::1849801:1
U100::SOT23_5.fp:Texas Instruments:LP2985AIM5-3.0/NOPB:LP2985AIM5-3.0/NOPBCT-ND::1469133:1
C100:1µ:C_1206.fp::::::1
C101:10n:C_0805.fp::::::1
C102:2.2µ:C_1206.fp::::::1
R100:0R:R_0805.fp::::::1
R101,R102,R103,R105:10k:R_0805.fp::::::4
J100::HEADER_2S.fp::::::1
R200,R300,R400,R500:1M:R_1206.fp::::::4
C200,C300,C400,C500:100p:C_0805.fp::::::4
PD200,PD300,PD400,PD500:VBPW34SR:VBPW34S.fp:Vishay Semiconductors:VBPW34SR:::1779703:4
J200::HEADER_5S.fp::::::1
TP100,TP101,TP102,TP103,TP200,TP300,TP400,TP500::TEST_PIN_1.fp::::::8
PD201,PD301,PD401,PD501:DNP:VBPW34S.fp:Vishay Semiconductors:VBPW34S:::1779702:4
PD202,PD302,PD402,PD502:DNP:LED_0805.fp::::::4
U101,U200,U300,U400,U500:MCP6001:SOT23_5.fp:Microchip:MCP6001T-I/OT:::4974992:5
C103,C201,C202,C301,C401,C501:100n:C_0805.fp::::::6
