refdes:value:footprint:manuf:manuf-pn:digikey-pn:mouser-pn:farnell-pn:qty
D2,D3:RED:::::::2
C1,C2:4.7µ:::::::2
RT1:10k:::::::1
R3,R4:470R:::::::2
R1,R5,R6:2k:::::::3
J2::JST_S3B_XH_A.fp::::::1
J1,J3,J4,U1::::::::4
R10:0R:::::::1
D1,R11,R2,R7,R8,R9:DNP:::::::6
